USERID,INCOME,ENTERTAINMENT,BABY,GENDER,SHOPPING
995.000,3,1,0,1,8
996.000,3,1,0,2,3
997.000,2,1,1,2,2
998.000,1,2,0,1,5
999.000,2,1,1,2,2
1000.000,3,3,0,1,9
1001.000,3,3,0,1,9
1002.000,1,3,0,1,6
1003.000,3,3,0,1,9
1004.000,3,6,0,1,7
1005.000,2,1,1,2,2
1006.000,2,1,1,2,2
1007.000,2,2,0,1,9
1008.000,2,2,0,1,3
1009.000,1,5,0,1,4
1010.000,2,5,0,1,3
1011.000,2,5,0,2,3
1012.000,3,6,0,2,6
1013.000,3,3,0,1,9
1014.000,2,1,1,2,7
1015.000,1,2,1,1,5
1016.000,2,5,0,2,9
1017.000,2,1,1,2,2
1018.000,3,3,0,2,10
1019.000,2,1,1,2,2
1020.000,2,2,0,2,8
1021.000,1,3,0,1,8
1022.000,3,5,0,2,5
1023.000,1,4,0,2,10
1024.000,3,2,0,2,4
1025.000,3,5,0,2,5
1026.000,3,6,0,1,5
1027.000,2,1,1,2,2
1028.000,3,5,0,1,1
1029.000,2,1,1,2,2
1030.000,3,3,0,1,9
1031.000,1,4,0,2,6
1032.000,2,1,0,2,8
1033.000,2,1,1,2,7
1034.000,3,3,0,1,9
1035.000,3,3,0,1,1
1036.000,3,3,0,1,9
1037.000,2,1,1,2,2
1038.000,2,1,0,1,5
1039.000,2,4,0,2,10
1040.000,1,6,0,1,4
1041.000,2,2,0,2,7
1042.000,2,1,0,1,8
1043.000,3,3,0,1,9
1044.000,2,1,1,2,7
1045.000,2,4,0,2,10
1046.000,1,5,0,2,7
1047.000,2,1,1,2,2
1048.000,2,1,1,2,7
1049.000,3,4,0,2,8
1050.000,2,1,0,2,6
1051.000,1,4,0,2,9
1052.000,2,1,0,1,5
1053.000,2,1,1,2,2
1054.000,3,3,0,1,9
1055.000,3,3,0,1,9
1056.000,2,1,0,1,5
1057.000,2,2,0,1,3
1058.000,3,1,0,1,8
1059.000,1,2,0,1,4
1060.000,2,1,0,1,1
1061.000,2,1,0,1,7
1062.000,2,3,0,1,6
1063.000,3,3,0,1,9
1064.000,3,4,0,1,3
1065.000,1,4,0,1,9
1066.000,3,3,0,2,4
1067.000,3,2,0,1,6
1068.000,2,1,1,2,7
1069.000,3,2,0,2,8
1070.000,2,6,0,2,10
1071.000,3,4,0,2,9
1072.000,3,3,0,2,5
1073.000,1,5,0,2,9
1074.000,2,2,0,2,8
1075.000,3,3,0,1,9
1076.000,1,2,0,2,10
1077.000,1,4,0,2,1
1078.000,2,1,1,2,2
1079.000,2,1,0,1,1
1080.000,2,5,0,1,5
1081.000,1,1,0,2,2
1082.000,2,1,1,2,7
1083.000,2,1,1,2,2
1084.000,3,3,0,1,9
1085.000,3,5,0,2,1
1086.000,2,1,1,2,2
1087.000,2,1,1,2,7
1088.000,2,1,1,2,7
1089.000,2,1,1,2,2
1090.000,1,1,0,1,4
1091.000,1,1,0,2,6
1092.000,3,3,0,1,1
1093.000,2,5,0,2,10
1094.000,2,1,1,2,2
1095.000,2,1,1,2,2
1096.000,3,3,0,1,9
1097.000,2,1,1,2,7
1098.000,1,1,0,1,5
1099.000,2,1,1,2,7
1100.000,3,4,0,1,8
1101.000,2,2,0,1,5
1102.000,2,2,0,1,5
1103.000,2,1,1,2,2
1104.000,1,6,0,1,10
1105.000,3,5,0,1,4
1106.000,2,4,0,1,8
1107.000,2,2,0,1,5
1108.000,2,1,1,2,2
1109.000,2,1,1,2,2
1110.000,1,5,0,1,5
1111.000,2,1,1,2,2
1112.000,3,4,0,1,9
1113.000,3,4,0,2,9
1114.000,2,1,1,2,2
1115.000,2,4,0,2,10
1116.000,1,3,0,1,4
1117.000,3,6,0,1,9
1118.000,2,1,1,2,7
1119.000,2,1,1,2,2
1120.000,3,6,0,2,4
1121.000,3,4,0,2,5
1122.000,2,1,1,2,2
1123.000,1,2,1,1,5
1124.000,2,2,0,1,5
1125.000,1,1,0,1,10
1126.000,2,1,1,2,2
1127.000,2,1,1,2,7
1128.000,3,1,0,1,4
1129.000,3,3,0,1,9
1130.000,2,2,0,1,5
1131.000,3,4,0,1,9
1132.000,3,5,0,1,9
1133.000,2,3,0,1,3
1134.000,2,5,0,1,6
1135.000,3,3,0,1,1
1136.000,2,6,0,1,3
1137.000,2,1,0,2,4
1138.000,3,5,0,1,6
1139.000,2,3,0,1,4
1140.000,2,1,1,2,2
1141.000,2,5,0,1,1
1142.000,3,3,0,1,9
1143.000,2,4,0,1,4
1144.000,1,3,0,2,4
1145.000,2,2,0,2,6
1146.000,2,1,1,2,2
1147.000,2,1,1,2,2
1148.000,2,6,0,2,8
1149.000,2,6,0,1,5
1150.000,2,3,0,2,5
1151.000,3,3,0,1,9
1152.000,3,3,0,1,9
1153.000,1,6,0,2,10
1154.000,3,1,0,1,3
1155.000,3,6,0,1,6
1156.000,3,2,0,1,8
1157.000,2,1,1,2,2
1158.000,1,3,0,2,8
1159.000,2,1,1,2,2
1160.000,3,4,0,2,8
1161.000,2,1,1,2,2
1162.000,2,1,1,2,2
1163.000,2,1,1,2,2
1164.000,1,4,0,2,5
1165.000,2,1,1,2,7
1166.000,2,7,0,2,8
1167.000,1,1,1,2,1
1168.000,3,3,0,1,9
1169.000,3,1,0,1,5
1170.000,1,6,0,2,10
1171.000,3,3,0,1,9
1172.000,3,3,0,1,9
1173.000,3,3,0,1,9
1174.000,3,4,0,1,8
1175.000,3,3,0,1,9
1176.000,2,5,0,1,1
1177.000,1,2,1,1,5
1178.000,1,3,0,1,3
1179.000,2,1,1,2,2
1180.000,1,4,0,1,10
1181.000,1,5,0,2,10
1182.000,3,1,0,1,6
1183.000,3,4,0,1,4
1184.000,2,1,1,2,7
1185.000,2,1,1,2,2
1186.000,3,3,0,1,9
1187.000,1,5,0,1,10
1188.000,2,1,1,2,7
1189.000,2,3,0,2,1
1190.000,1,2,1,2,4
1191.000,2,1,0,2,8
1192.000,2,2,0,2,7
1193.000,1,3,0,2,1
1194.000,2,1,0,2,10
1195.000,1,2,0,2,8
1196.000,3,3,0,1,9
1197.000,1,6,0,2,2
1198.000,3,2,0,2,4
1199.000,1,2,1,1,5
1200.000,2,1,0,2,9
1201.000,3,3,0,1,9
1202.000,1,2,0,2,7
1203.000,3,3,0,1,9
1204.000,1,6,0,2,7
1205.000,2,1,1,2,2
1206.000,2,5,0,1,2
1207.000,1,4,0,1,6
1208.000,2,2,0,1,5
1209.000,2,5,0,1,3
1210.000,2,7,0,2,8
1211.000,2,1,1,2,2
1212.000,2,1,1,2,2
1213.000,2,5,0,1,1
1214.000,3,5,0,1,10
1215.000,2,4,0,2,8
1216.000,2,1,1,2,2
1217.000,2,1,1,2,7
1218.000,2,6,0,1,5
1219.000,3,3,0,1,3
1220.000,2,3,0,2,5
1221.000,2,1,1,1,6
1222.000,3,3,0,1,9
1223.000,2,1,1,2,2
1224.000,2,1,1,2,2
1225.000,3,3,0,1,9
1226.000,3,3,0,1,9
1227.000,3,3,0,1,9
1228.000,2,1,0,2,3
1229.000,1,5,0,2,4
1230.000,2,6,0,2,8
1231.000,1,5,0,1,9
1232.000,1,1,1,2,1
1233.000,2,1,0,1,5
1234.000,3,6,0,2,10
1235.000,3,3,0,1,9
1236.000,1,1,0,2,2
1237.000,2,1,1,2,7
1238.000,2,1,1,2,7
1239.000,2,1,1,2,2
1240.000,1,2,0,1,1
1241.000,3,5,0,2,7
1242.000,2,1,1,2,7
1243.000,2,1,0,1,8
1244.000,2,2,0,1,4
1245.000,3,3,0,1,9
1246.000,3,3,0,1,9
1247.000,2,1,1,2,2
1248.000,2,1,1,2,7
1249.000,2,1,0,2,3
1250.000,3,3,0,1,9
1251.000,3,3,0,1,9
1252.000,3,3,0,2,9
1253.000,3,3,0,1,9
1254.000,2,1,1,2,2
1255.000,2,6,0,2,6
1256.000,2,6,0,1,5
1257.000,1,4,0,2,5
1258.000,2,6,0,1,5
1259.000,3,4,0,2,6
1260.000,3,1,0,2,3
1261.000,2,1,1,2,7
1262.000,3,4,0,2,4
1263.000,2,1,1,2,2
1264.000,3,3,0,1,9
1265.000,3,3,0,1,9
1266.000,2,1,1,2,2
1267.000,3,3,0,1,9
1268.000,2,2,0,2,2
1269.000,3,6,0,2,9
1270.000,1,3,0,2,3
1271.000,3,6,0,2,5
1272.000,1,2,0,2,2
1273.000,3,3,0,1,9
1274.000,2,2,0,2,5
1275.000,1,4,0,1,9
1276.000,3,5,0,1,9
1277.000,2,1,1,2,7
1278.000,1,2,1,1,5
1279.000,2,1,1,2,2
1280.000,2,6,0,1,1
1281.000,3,3,0,1,8
1282.000,2,2,0,1,5
1283.000,1,3,0,1,9
1284.000,2,6,0,1,5
1285.000,3,2,0,2,3
1286.000,3,5,0,1,2
1287.000,2,6,0,2,10
1288.000,1,6,0,2,10
1289.000,2,1,1,2,2
1290.000,2,1,1,2,2
1291.000,1,2,0,1,3
1292.000,2,1,1,2,2
1293.000,2,1,0,2,8
1294.000,2,1,0,1,5
1295.000,1,3,0,2,10
1296.000,3,3,0,1,9
1297.000,3,5,0,2,1
1298.000,2,1,1,2,2
1299.000,2,1,0,2,10
1300.000,3,3,0,1,9
1301.000,3,3,0,1,2
1302.000,2,1,1,2,2
1303.000,2,1,1,2,2
1304.000,2,5,0,1,6
1305.000,2,1,0,1,5
1306.000,3,5,0,2,1
1307.000,3,1,0,1,8
1308.000,1,6,0,1,7
1309.000,3,6,0,1,5
1310.000,1,6,0,1,4
1311.000,3,3,0,1,9
1312.000,1,3,0,1,5
1313.000,3,6,0,2,1
1314.000,1,4,0,1,2
1315.000,2,1,1,2,2
1316.000,2,1,1,2,2
1317.000,1,5,0,2,6
1318.000,1,5,0,2,6
1319.000,2,1,1,2,7
1320.000,1,1,0,2,3
1321.000,2,2,0,1,9
1322.000,2,1,1,2,2
1323.000,2,1,0,1,5
1324.000,3,3,0,2,8
1325.000,2,2,0,2,10
1326.000,1,6,0,2,7
1327.000,2,1,0,1,5
1328.000,2,6,0,1,5
1329.000,3,6,0,2,7
1330.000,2,1,1,2,2
1331.000,3,3,0,2,1
1332.000,2,1,1,2,2
1333.000,2,4,0,2,6
1334.000,2,1,1,2,2
1335.000,2,1,1,2,2
1336.000,3,3,0,2,3
1337.000,1,3,0,1,9
1338.000,2,1,1,2,2
1339.000,2,3,0,2,2
1340.000,2,1,1,2,2
1341.000,1,5,0,2,5
1342.000,1,1,0,1,1
1343.000,3,1,0,1,9
1344.000,3,3,0,1,9
1345.000,2,4,0,1,8
1346.000,3,2,0,1,7
1347.000,2,1,0,2,5
1348.000,2,1,1,2,2
1349.000,2,5,0,1,5
1350.000,3,3,0,1,9
1351.000,1,6,0,2,10
1352.000,3,2,0,2,9
1353.000,3,5,0,1,7
1354.000,1,3,0,1,4
1355.000,2,4,0,2,5
1356.000,2,5,0,2,7
1357.000,2,1,1,2,2
1358.000,2,1,1,2,2
1359.000,3,3,0,1,9
1360.000,2,3,0,2,3
1361.000,3,5,0,2,7
1362.000,2,1,1,2,2
1363.000,2,1,1,2,2
1364.000,2,5,0,1,9
1365.000,1,1,0,1,5
1366.000,3,3,0,1,5
1367.000,2,2,0,1,10
1368.000,2,1,1,2,7
1369.000,1,5,0,1,1
1370.000,1,3,0,1,8
1371.000,1,1,0,1,5
1372.000,2,2,0,1,1
1373.000,3,3,0,1,5
1374.000,2,1,1,2,2
1375.000,3,6,0,1,5
1376.000,3,5,0,1,3
1377.000,3,3,0,1,9
1378.000,1,1,0,2,8
1379.000,3,3,0,2,6
1380.000,3,1,0,1,5
1381.000,3,3,0,1,9
1382.000,3,2,0,1,4
1383.000,2,1,1,2,2
1384.000,2,1,1,2,2
1385.000,1,1,0,1,7
1386.000,3,3,0,1,9
1387.000,2,6,0,1,5
1388.000,2,2,0,2,3
1389.000,1,3,0,2,5
1390.000,2,1,1,2,2
1391.000,3,1,0,2,7
1392.000,3,3,0,1,9
1393.000,2,4,0,2,4
1394.000,3,3,0,1,9
1395.000,2,1,1,2,2
1396.000,2,5,0,2,1
1397.000,3,3,0,1,9
1398.000,3,3,0,1,9
1399.000,3,3,0,1,9
1400.000,3,3,0,1,9
1401.000,1,5,0,1,7
1402.000,2,1,0,1,1
1403.000,3,3,0,1,3
1404.000,2,2,0,1,5
1405.000,3,6,0,2,8
1406.000,2,1,1,2,2
1407.000,1,6,0,1,4
1408.000,3,4,0,1,10
1409.000,2,1,1,2,2
1410.000,1,5,0,1,5
1411.000,3,3,0,1,9
1412.000,2,1,1,2,2
1413.000,2,2,0,1,6
1414.000,3,3,0,1,9
1415.000,2,1,1,2,2
1416.000,3,6,0,1,3
1417.000,2,4,0,1,7
1418.000,2,1,1,2,2
1419.000,2,1,0,1,5
1420.000,3,3,0,1,9
1421.000,3,6,0,2,1
1422.000,1,4,0,2,4
1423.000,1,1,0,2,3
1424.000,2,6,0,1,5
1425.000,2,1,1,2,2
1426.000,2,2,0,1,5
1427.000,2,5,0,2,7
1428.000,3,3,0,2,6
1429.000,3,3,0,1,9
1430.000,2,2,0,2,8
1431.000,3,4,0,1,6
1432.000,3,2,0,1,8
1433.000,2,4,0,1,6
1434.000,3,6,0,1,1
1435.000,3,3,0,1,9
1436.000,3,4,0,2,3
1437.000,2,6,0,1,5
1438.000,3,3,0,1,9
1439.000,3,2,0,1,7
1440.000,3,3,0,1,9
1441.000,2,6,0,1,9
1442.000,3,2,0,1,9
1443.000,3,2,0,1,6
1444.000,3,2,0,1,8
1445.000,2,1,1,2,7
1446.000,2,1,0,2,4
1447.000,1,2,1,2,4
1448.000,1,2,1,1,5
1449.000,3,3,0,1,10
1450.000,1,5,0,2,5
1451.000,2,1,1,2,7
1452.000,3,5,0,2,7
1453.000,2,6,0,2,5
1454.000,3,3,0,1,9
1455.000,3,3,0,1,9
1456.000,2,4,0,2,7
1457.000,3,6,0,2,3
1458.000,2,1,1,2,2
1459.000,3,3,0,1,6
1460.000,2,3,0,1,10
1461.000,2,6,0,1,6
1462.000,2,1,1,2,7
1463.000,1,1,0,2,3
1464.000,2,1,1,2,7
1465.000,3,3,0,1,9
1466.000,3,6,0,1,9
1467.000,2,1,0,1,5
1468.000,1,5,0,1,9
1469.000,1,2,1,1,5
1470.000,3,3,0,1,9
1471.000,3,2,0,1,3
1472.000,2,3,0,1,2
1473.000,3,3,0,1,9
1474.000,3,3,0,1,9
1475.000,2,1,1,2,2
1476.000,2,3,0,2,3
1477.000,2,2,0,1,5
1478.000,2,2,0,2,4
1479.000,2,5,0,2,7
1480.000,2,6,0,2,3
1481.000,1,2,1,1,5
1482.000,2,1,1,2,7
1483.000,2,6,0,2,8
1484.000,2,3,0,2,4
1485.000,1,5,0,1,8
1486.000,2,1,1,2,2
1487.000,2,1,1,2,7
1488.000,2,2,0,2,9
1489.000,3,3,0,1,9
1490.000,1,1,0,1,10
1491.000,3,3,0,1,10
1492.000,1,5,0,1,3
1493.000,3,2,0,1,2
1494.000,2,2,0,1,5
1495.000,2,1,1,2,2
1496.000,3,4,0,2,5
1497.000,3,3,0,1,9
1498.000,3,3,0,1,9
1499.000,2,5,0,1,6
1500.000,2,2,0,1,5
1501.000,3,3,0,1,9
1502.000,2,1,1,2,2
1503.000,2,1,1,2,7
1504.000,1,5,0,2,10
1505.000,2,1,1,2,2
1506.000,2,1,1,2,7
1507.000,3,2,0,2,7
1508.000,1,3,0,2,8
1509.000,2,1,0,1,5
1510.000,2,2,0,1,5
1511.000,2,1,1,2,7
1512.000,2,1,1,2,2
1513.000,2,1,0,1,5
1514.000,1,6,0,2,7
1515.000,1,1,1,2,1
1516.000,3,3,0,1,9
1517.000,2,1,1,2,7
1518.000,3,3,0,2,9
1519.000,2,3,0,2,3
1520.000,3,5,0,2,3
1521.000,1,5,0,2,8
1522.000,1,2,1,1,5
1523.000,2,1,0,2,3
1524.000,2,1,1,2,2
1525.000,1,6,0,1,9
1526.000,1,2,1,1,5
1527.000,3,6,0,2,6
1528.000,1,3,0,1,4
1529.000,2,6,0,1,5
1530.000,2,1,0,1,5
1531.000,1,3,0,2,10
1532.000,1,2,0,1,8
1533.000,3,2,0,2,8
1534.000,3,3,0,1,9
1535.000,2,1,1,2,2
1536.000,1,5,0,1,4
1537.000,2,1,1,2,7
1538.000,2,1,1,2,2
1539.000,3,4,0,1,9
1540.000,2,1,1,2,2
1541.000,1,1,0,1,7
1542.000,2,4,0,1,3
1543.000,1,2,1,1,5
1544.000,3,4,0,1,10
1545.000,3,5,0,1,7
1546.000,3,3,0,1,6
1547.000,3,1,0,2,1
1548.000,2,6,0,1,3
1549.000,2,1,1,2,2
1550.000,2,2,0,1,5
1551.000,3,3,0,2,9
1552.000,2,4,0,1,5
1553.000,1,1,0,1,6
1554.000,3,3,0,1,9
1555.000,2,6,0,2,1
1556.000,3,3,0,1,9
1557.000,3,3,0,1,9
1558.000,2,6,0,2,5
1559.000,1,6,0,2,5
1560.000,2,1,1,2,2
1561.000,3,5,0,2,3
1562.000,3,3,0,2,6
1563.000,3,3,0,1,9
1564.000,2,4,0,2,1
1565.000,3,3,0,1,9
1566.000,3,5,0,1,8
1567.000,2,6,0,2,6
1568.000,2,1,1,2,2
1569.000,3,3,0,2,7
1570.000,2,1,0,1,5
1571.000,1,4,0,1,4
1572.000,3,4,0,1,10
1573.000,3,5,0,1,3
1574.000,2,1,0,1,1
1575.000,1,1,1,2,1
1576.000,2,1,0,1,6
1577.000,1,3,0,1,3
1578.000,3,3,0,1,9
1579.000,3,3,0,1,9
1580.000,3,3,0,3,2
1581.000,2,1,1,2,2
1582.000,3,3,0,1,9
1583.000,2,2,1,2,8
1584.000,3,2,0,1,1
1585.000,1,5,0,1,6
1586.000,3,3,0,2,10
1587.000,3,6,0,2,9
1588.000,1,2,1,1,5
1589.000,2,1,1,2,2
1590.000,1,4,0,2,2
1591.000,2,6,0,1,2
1592.000,2,3,0,2,4
1593.000,2,1,1,2,2
1594.000,2,2,0,2,5
1595.000,3,3,0,2,9
1596.000,1,4,0,2,3
1597.000,1,2,0,2,2
1598.000,3,3,0,1,9
1599.000,1,2,1,1,5
1600.000,2,1,1,2,7
1601.000,2,4,0,2,6
1602.000,2,1,1,2,2
1603.000,3,1,0,2,7
1604.000,1,4,0,2,7
1605.000,2,2,0,2,3
1606.000,1,4,0,1,8
1607.000,2,1,1,2,2
1608.000,2,3,0,1,3
1609.000,3,6,0,2,7
1610.000,2,4,0,1,2
1611.000,3,6,0,1,10
1612.000,1,3,0,1,10
1613.000,3,3,0,1,9
1614.000,3,3,0,1,9
1615.000,2,1,1,2,2
1616.000,2,1,1,2,7
1617.000,2,1,1,2,7
1618.000,2,4,0,2,4
1619.000,3,3,0,1,9
1620.000,1,5,0,1,3
1621.000,2,1,1,2,7
1622.000,3,3,0,1,9
1623.000,3,6,0,1,5
1624.000,2,1,1,2,7
1625.000,2,5,0,2,7
1626.000,2,1,1,2,2
1627.000,3,5,0,2,7
1628.000,3,3,0,1,9
1629.000,2,1,0,1,5
1630.000,2,1,1,2,7
1631.000,3,2,0,1,8
1632.000,2,1,1,2,7
1633.000,2,1,0,1,5
1634.000,3,2,0,1,9
1635.000,2,1,0,1,3
1636.000,3,3,0,1,9
1637.000,1,6,0,2,10
1638.000,2,1,0,1,5
1639.000,1,2,0,2,6
1640.000,2,1,0,1,5
1641.000,2,5,0,1,8
1642.000,1,1,0,1,6
1643.000,2,2,0,1,1
1644.000,2,1,1,2,7
1645.000,2,1,0,1,5
1646.000,3,3,0,1,9
1647.000,2,1,1,2,7
1648.000,3,5,0,1,7
1649.000,1,1,0,1,5
1650.000,2,4,0,1,2
1651.000,1,1,0,2,9
1652.000,2,1,1,2,2
1653.000,1,6,0,2,9
1654.000,2,1,0,1,1
1655.000,2,1,0,1,5
1656.000,2,1,1,2,2
1657.000,3,3,0,2,4
1658.000,2,1,1,2,2
1659.000,2,4,0,2,6
1660.000,1,4,0,2,6
1661.000,3,3,0,1,9
1662.000,1,2,0,2,4
1663.000,1,4,0,2,1
1664.000,1,4,0,2,10
1665.000,3,3,0,1,9
1666.000,1,6,0,2,6
1667.000,2,5,0,1,9
1668.000,2,5,0,2,1
1669.000,3,3,0,2,9
1670.000,2,1,1,2,2
1671.000,3,3,0,1,9
1672.000,3,3,0,1,2
1673.000,2,2,0,1,6
1674.000,2,2,0,1,8
1675.000,1,3,0,1,7
1676.000,2,2,0,1,9
1677.000,1,1,0,1,5
1678.000,2,4,0,1,10
1679.000,3,3,0,1,9
1680.000,3,3,0,2,2
1681.000,2,6,0,2,1
1682.000,2,3,0,1,1
1683.000,1,4,0,1,3
1684.000,3,3,0,1,9
1685.000,1,2,0,2,5
1686.000,2,2,0,2,9
1687.000,2,3,0,2,7
1688.000,3,3,0,2,2
1689.000,2,2,0,2,7
1690.000,1,2,0,1,1
1691.000,3,1,0,1,4
1692.000,2,1,0,1,5
1693.000,3,5,0,1,2
1694.000,1,1,0,1,2
1695.000,3,3,0,1,2
1696.000,3,3,0,1,9
1697.000,3,4,0,1,7
1698.000,2,1,1,2,7
1699.000,2,2,0,1,9
1700.000,2,6,0,1,5
1701.000,3,5,0,1,6
1702.000,2,4,0,1,3
1703.000,3,5,0,1,3
1704.000,1,3,0,1,3
1705.000,1,5,0,1,9
1706.000,2,6,0,1,10
1707.000,2,1,1,2,2
1708.000,2,1,1,2,2
1709.000,3,5,0,2,10
1710.000,1,6,0,2,4
1711.000,3,3,0,2,8
1712.000,2,5,0,1,4
1713.000,1,1,0,1,1
1714.000,2,5,0,1,5
1715.000,1,4,0,1,2
1716.000,1,3,0,2,2
1717.000,3,3,0,1,9
1718.000,1,2,0,2,9
1719.000,2,3,0,2,10
1720.000,1,4,0,1,8
1721.000,1,4,0,1,3
1722.000,1,2,0,2,6
1723.000,3,6,0,2,9
1724.000,2,3,0,2,7
1725.000,3,3,0,1,9
1726.000,1,3,0,2,1
1727.000,1,6,0,1,8
1728.000,2,5,0,1,5
1729.000,3,2,0,1,2
1730.000,3,4,0,1,4
1731.000,2,1,0,1,9
1732.000,3,3,0,1,9
1733.000,2,2,0,1,5
1734.000,2,1,1,2,7
1735.000,3,3,0,1,9
1736.000,2,1,0,1,4
1737.000,1,4,0,1,7
1738.000,2,1,0,1,5
1739.000,3,3,0,1,9
1740.000,2,3,0,1,7
1741.000,3,3,0,1,4
1742.000,1,6,0,1,10
1743.000,2,1,1,2,2
1744.000,2,6,0,1,3
1745.000,2,1,1,2,7
1746.000,1,5,0,1,8
1747.000,1,6,0,2,9
1748.000,2,5,0,2,10
1749.000,1,1,0,2,10
1750.000,3,5,0,1,6
1751.000,1,2,0,2,6
1752.000,3,3,0,1,9
1753.000,1,1,0,2,4
1754.000,1,1,0,2,8
1755.000,1,1,0,2,6
1756.000,3,3,0,2,2
1757.000,2,4,0,1,4
1758.000,3,3,0,1,8
1759.000,3,2,0,2,3
1760.000,2,6,0,1,5
1761.000,2,4,0,2,4
1762.000,1,4,0,1,3
1763.000,3,4,0,1,6
1764.000,3,4,0,1,7
1765.000,3,3,0,1,9
1766.000,1,2,0,1,4
1767.000,3,3,0,1,9
1768.000,1,6,0,1,5
1769.000,1,4,0,1,8
1770.000,1,5,0,1,10
1771.000,3,3,0,1,3
1772.000,2,4,0,2,2
1773.000,3,3,0,1,9
1774.000,3,4,0,2,1
1775.000,2,1,1,2,2
1776.000,2,1,1,2,2
1777.000,1,3,0,1,2
1778.000,3,3,0,1,9
1779.000,1,1,0,2,4
1780.000,2,5,0,1,6
1781.000,1,5,0,1,3
1782.000,1,5,0,1,7
1783.000,1,6,0,2,4
1784.000,2,1,1,2,7
1785.000,2,1,1,2,2
1786.000,2,6,0,2,1
1787.000,3,3,0,1,9
1788.000,3,3,0,1,9
1789.000,2,1,1,2,2
1790.000,2,1,1,2,2
1791.000,1,2,0,2,5
1792.000,3,3,0,2,2
1793.000,2,1,1,2,2
1794.000,3,2,0,2,9
1795.000,1,1,0,1,3
1796.000,2,1,1,2,7
1797.000,3,6,0,1,8
1798.000,2,6,0,1,5
1799.000,2,1,1,2,2
1800.000,2,1,1,2,7
1801.000,3,1,0,1,7
1802.000,2,3,0,1,1
1803.000,2,2,0,1,6
1804.000,2,1,1,2,2
1805.000,2,3,0,2,7
1806.000,3,3,0,1,9
1807.000,3,3,0,1,9
1808.000,3,3,0,1,9
1809.000,2,1,1,2,2
1810.000,2,3,0,2,4
1811.000,3,3,0,2,9
1812.000,2,1,1,2,2
1813.000,2,5,0,2,5
1814.000,2,1,1,2,2
1815.000,1,6,0,2,9
1816.000,1,2,0,1,1
1817.000,3,6,0,1,9
1818.000,1,3,0,1,7
1819.000,1,2,0,1,9
1820.000,3,3,0,1,9
1821.000,3,3,0,2,2
1822.000,1,5,0,2,5
1823.000,2,1,1,2,2
1824.000,2,1,1,2,2
1825.000,2,1,0,1,5
1826.000,2,2,0,1,5
1827.000,1,1,0,1,2
1828.000,1,5,0,1,3
1829.000,2,2,0,1,8
1830.000,1,3,0,1,7
1831.000,2,1,1,2,2
1832.000,3,4,0,2,2
1833.000,3,2,0,1,10
1834.000,2,1,1,2,7
1835.000,2,1,1,2,2
1836.000,3,6,0,1,2
1837.000,1,3,0,1,3
1838.000,2,2,0,1,5
1839.000,3,3,0,1,9
1840.000,2,2,0,1,5
1841.000,2,3,0,2,9
1842.000,2,6,0,2,7
1843.000,1,3,0,1,3
1844.000,2,5,0,2,7
1845.000,3,1,0,2,10
1846.000,3,3,0,1,9
1847.000,3,3,0,1,9
1848.000,2,6,0,2,8
1849.000,3,5,0,2,2
1850.000,1,6,0,1,3
1851.000,2,2,0,1,5
1852.000,2,1,1,2,7
1853.000,2,1,1,2,2
1854.000,3,3,0,1,9
1855.000,3,3,0,1,9
1856.000,1,6,0,1,10
1857.000,3,6,0,1,5
1858.000,3,3,0,1,9
1859.000,2,1,1,2,2
1860.000,3,1,0,2,3
1861.000,1,5,0,1,10
1862.000,2,1,1,2,2
1863.000,2,6,0,1,2
1864.000,1,3,0,1,3
1865.000,1,1,1,2,1
1866.000,3,4,0,1,5
1867.000,3,3,0,1,9
1868.000,2,1,1,2,7
1869.000,2,1,1,2,7
1870.000,1,3,0,1,1
1871.000,3,1,0,2,10
1872.000,1,5,0,2,10
1873.000,2,2,0,2,2
1874.000,2,1,1,2,2
1875.000,2,2,0,2,5
1876.000,1,2,0,2,2
1877.000,1,2,1,1,5
1878.000,1,5,0,2,3
1879.000,2,1,1,2,2
1880.000,2,1,0,1,5
1881.000,3,3,0,1,9
1882.000,2,6,0,2,2
1883.000,1,6,0,2,10
1884.000,2,2,0,2,6
1885.000,2,1,1,2,2
1886.000,3,4,0,2,5
1887.000,2,2,0,1,5
1888.000,3,3,0,1,9
1889.000,2,1,1,2,2
1890.000,3,2,0,2,2
1891.000,2,1,1,2,2
1892.000,2,2,0,1,5
1893.000,3,5,0,1,3
1894.000,2,1,0,1,5
1895.000,3,5,0,1,2
1896.000,2,1,1,2,2
1897.000,3,3,0,1,9
1898.000,3,3,0,1,9
1899.000,2,6,0,1,8
1900.000,2,1,1,2,2
1901.000,3,6,0,2,3
1902.000,1,1,1,2,1
1903.000,3,3,0,1,9
1904.000,2,2,0,1,6
1905.000,3,3,0,1,9
1906.000,1,6,0,1,6
1907.000,3,3,0,1,9
1908.000,2,1,1,2,2
1909.000,2,2,0,2,4
1910.000,2,5,0,2,3
1911.000,2,3,0,2,10
1912.000,3,1,0,2,6
1913.000,3,3,0,1,9
1914.000,3,3,0,1,9
1915.000,2,6,0,1,5
1916.000,3,1,0,1,6
1917.000,1,4,0,1,5
1918.000,3,5,0,2,7
1919.000,3,2,0,2,2
1920.000,2,1,1,2,7
1921.000,3,6,0,1,5
1922.000,2,1,1,2,2
1923.000,2,1,0,1,5
1924.000,1,2,1,1,5
1925.000,2,1,1,2,7
