NAME,LONGITUDE,LATITUDE,CLASSIFICATION,ID
又见新怀旧餐厅,115.338,38.43,6,990.0
心月来蛋糕,115.337,38.427,6,991.0
麦特来蛋糕(祁州大街店),115.33,38.428000000000004,6,992.0
安德鲁葡挞王,115.334,38.424,6,993.0
喜来登,115.333,38.439,6,994.0
甜猫甜品,115.329,38.428000000000004,6,995.0
麦特来蛋糕(祁州大路),115.33200000000001,38.425,6,996.0
安国妙客鲜奶吧,115.34,38.431,6,997.0
百度纸上烤肉(安国店),115.338,38.431,6,998.0
东东胖仔米线安国分店,115.32799999999999,38.429,6,999.0
周黑鸭(安国店),115.336,38.424,6,1000.0
清真楼,115.338,38.434,6,1001.0
天府饭店,115.34200000000001,38.431,6,1002.0
伊顺烤涮吧,115.33,38.431999999999995,6,1003.0
饺子王酒店,115.346,38.43,6,1004.0
好望角,115.336,38.424,6,1005.0
鸿祥粥饼店二部,115.339,38.427,6,1006.0
大兴隆饭店,115.336,38.413000000000004,6,1007.0
品味居酱大骨家常菜,115.346,38.427,6,1008.0
枫林阁烤肉火锅美食超市,115.333,38.427,6,1009.0
杨国福麻辣烫,115.32700000000001,38.429,6,1010.0
品尚海底捞香辣虾,115.338,38.431999999999995,6,1011.0
银河餐厅,115.338,38.435,6,1012.0
东北山城饭店,115.34700000000001,38.431,6,1013.0
月盛斋,115.34200000000001,38.427,6,1014.0
景记酿皮(安国店),115.33,38.429,6,1015.0
龙福餐厅,115.339,38.426,6,1016.0
七里香饭店,115.336,38.431,6,1017.0
北京阳坊大都涮羊肉,115.33,38.436,6,1018.0
福源斋黄焖鸡米饭,115.32700000000001,38.429,6,1019.0
尚泰麻辣香锅（安国市店）,115.331,38.425,6,1020.0
爱尚一品时尚火锅,115.34100000000001,38.435,6,1021.0
田老师红烧肉(安国市交通局南),115.335,38.422,6,1022.0
韩式快餐(总店),115.335,38.42,6,1023.0
四川兴旺酒家,115.336,38.427,6,1024.0
都市冷饮(旗舰店),115.335,38.427,6,1025.0
君乐餐厅,115.334,38.413000000000004,6,1026.0
中和轩,115.333,38.436,6,1027.0
大刚餐厅,115.34,38.431,6,1028.0
柴沟堡熏肉(安国市市容市貌综合治理办公室东北),115.348,38.435,6,1029.0
老玉昌包子王(安国店),115.34100000000001,38.436,6,1030.0
异香斋,115.334,38.436,6,1031.0
东来顺伊斯兰大饭店,115.337,38.428000000000004,6,1032.0
长生饭店,115.348,38.435,6,1033.0
众一品过桥米线(浩龙分店),115.32799999999999,38.428000000000004,6,1034.0
麟川大酒店,115.34299999999999,38.431,6,1035.0
水上人家,115.34200000000001,38.435,6,1036.0
清香美食馆,115.34100000000001,38.435,6,1037.0
崇源烤鸭店,115.351,38.431,6,1038.0
重庆朝天娇火锅麻辣烫安国店,115.34100000000001,38.425,6,1039.0
正宗饸饹馆,115.34100000000001,38.431,6,1040.0
和顺轩餐厅,115.338,38.427,6,1041.0
马家斋,115.34899999999999,38.433,6,1042.0
圣世慢摇吧,115.346,38.425,6,1043.0
四川恒源饭店,115.339,38.427,6,1044.0
清真饭店,115.338,38.44,6,1045.0
赫贞渔村野生大鱼坊(安国分店),115.35,38.426,6,1046.0
晋老头,115.32799999999999,38.429,6,1047.0
四川饭店,115.34,38.431,6,1048.0
沙县小吃,115.35,38.433,6,1049.0
嘟嘟吧台式快乐小火锅,115.32799999999999,38.429,6,1050.0
天津包子铺(东关小区社区卫生服务站西北),115.34,38.427,6,1051.0
旺旺餐厅,115.335,38.423,6,1052.0
小胡子火锅麻辣烫(安国分店),115.333,38.427,6,1053.0
众鑫川菜,115.34200000000001,38.43,6,1054.0
米各庄火烧,115.346,38.427,6,1055.0
东方餐厅,115.337,38.424,6,1056.0
安国市回香楼,115.345,38.422,6,1057.0
张家鸡店,115.335,38.424,6,1058.0
百花堂,115.351,38.434,6,1059.0
宇腾轩啤酒鸭火锅店,115.335,38.305,6,1060.0
抢手王麻辣烫,115.331,38.428000000000004,6,1061.0
欧典咖啡,115.337,38.44,6,1062.0
鸡公煲,115.32799999999999,38.429,6,1063.0
北斗星,115.337,38.431,6,1064.0
丰泰罐罐面,115.336,38.431,6,1065.0
松花江骨头馆,115.34700000000001,38.431,6,1066.0
好滋味药华店,115.32799999999999,38.428000000000004,6,1067.0
兰州拉面,115.336,38.428000000000004,6,1068.0
腊汁肉白吉馍,115.345,38.43,6,1069.0
丰华乐过桥米线,115.32799999999999,38.428000000000004,6,1070.0
鸿祥粥饼店,115.33,38.429,6,1071.0
大红门正宗牛肉拉面,115.34899999999999,38.426,6,1072.0
马记羊汤馆,115.337,38.429,6,1073.0
北京烤鸭,115.337,38.429,6,1074.0
金客来蛋糕房,115.32700000000001,38.422,6,1075.0
知音休闲咖啡屋,115.33200000000001,38.428000000000004,6,1076.0
品天下,115.338,38.431,6,1077.0
汉釜宫(阜平县店),114.17,38.866,6,1078.0
老字号肘子店,113.964,38.894,6,1079.0
天祥阁饭庄,114.20700000000001,38.857,6,1080.0
老口味大酒店(片片鱼二店),114.20100000000001,38.854,6,1081.0
同福楼,114.205,38.855,6,1082.0
孙家刀削面,114.199,38.854,6,1083.0
望江亭炖菜城,114.169,38.858000000000004,6,1084.0
荆山坡肘子店,113.96700000000001,38.894,6,1085.0
上汤火锅,114.21600000000001,38.867,6,1086.0
碰碰凉(中兴街),114.2,38.854,6,1087.0
家里人饭庄,113.962,38.895,6,1088.0
海港大酒店,114.206,38.852,6,1089.0
老王肘子店,113.963,38.895,6,1090.0
孙记农家大院,113.91799999999999,38.884,6,1091.0
小肥羊(泰和大厦西南),114.206,38.852,6,1092.0
好滋味阜平分店,114.20700000000001,38.852,6,1093.0
无穷花烤肉,114.206,38.842,6,1094.0
山里人家饭店,113.911,38.879,6,1095.0
穆斯林饭店(桥东街),114.20700000000001,38.853,6,1096.0
佳味居,114.20100000000001,38.855,6,1097.0
迎宾肘子老店,113.96600000000001,38.894,6,1098.0
丽景水岸生态园,114.21799999999999,38.794000000000004,6,1099.0
北斗星快餐,114.21,38.851,6,1100.0
聚香楼,114.221,38.869,6,1101.0
碰碰凉(阜平店),114.20700000000001,38.859,6,1102.0
海底捞香辣虾火锅,114.204,38.853,6,1103.0
赵天龙农家大院,113.935,38.885,6,1104.0
阜平湖上人家饭庄,113.956,38.893,6,1105.0
老白太太,114.212,38.85,6,1106.0
财福楼饭店,114.181,38.742,6,1107.0
老关东筋头巴脑锅(阜平分店),114.211,38.85,6,1108.0
泰盛轩,114.209,38.861,6,1109.0
兴盛小吃,114.19,38.852,6,1110.0
天农饭店,113.91,38.878,6,1111.0
城南庄羊肉馆,114.181,38.736999999999995,6,1112.0
聚友饭店,113.869,38.921,6,1113.0
派乐汉堡,114.205,38.853,6,1114.0
大清花饺子,114.211,38.842,6,1115.0
喜洋洋快餐,114.18299999999999,38.856,6,1116.0
老西小餐馆,114.18799999999999,38.852,6,1117.0
金汤大理米线,114.205,38.854,6,1118.0
煜发老地方饭店,113.98100000000001,38.888000000000005,6,1119.0
红太阳美食厅,114.198,38.854,6,1120.0
龙泉火锅城,113.85700000000001,38.925,6,1121.0
农味乐饭庄,113.96799999999999,38.894,6,1122.0
河北人家饭店(石家庄分店),114.279,38.833,6,1123.0
汇缘楼酒家,114.18,38.736,6,1124.0
中天饭店,114.18799999999999,38.852,6,1125.0
北斗星餐厅(中兴街),114.2,38.854,6,1126.0
地下餐厅,114.184,38.855,6,1127.0
驴肉火烧,114.2,38.854,6,1128.0
羊蝎子火锅,114.214,38.848,6,1129.0
保德饭店,114.179,38.859,6,1130.0
金鼎轩家常菜,114.28200000000001,38.832,6,1131.0
朱家营蓬莱饭店,113.911,38.879,6,1132.0
兴隆小吃部,114.193,38.85,6,1133.0
正宗川味饭馆,114.206,38.857,6,1134.0
特色炝锅鱼火锅,114.21,38.854,6,1135.0
龙泉园饭店,113.86399999999999,38.923,6,1136.0
碧水庄园,114.20700000000001,38.794000000000004,6,1137.0
世纪城美食厅,114.204,38.842,6,1138.0
食为天小吃,114.2,38.845,6,1139.0
百姓食府,114.18,38.736,6,1140.0
君美小吃,114.19,38.852,6,1141.0
千禧楼,114.181,38.736999999999995,6,1142.0
阜平老街坊,114.21600000000001,38.867,6,1143.0
不老树饭店,114.041,38.883,6,1144.0
栗元饭店,114.00200000000001,38.883,6,1145.0
金利来蛋糕,114.20200000000001,38.853,6,1146.0
福隆旅馆,113.914,38.88,6,1147.0
顾家包子铺,114.20700000000001,38.851,6,1148.0
清水洞饭店,113.932,38.885,6,1149.0
天生桥肘子老店,113.91,38.879,6,1150.0
福来顺酒店,114.19,38.851,6,1151.0
川湘府石锅鱼,114.211,38.851,6,1152.0
老五包子铺,114.20700000000001,38.852,6,1153.0
美食快餐,114.20100000000001,38.854,6,1154.0
阜平县温泉山庄,114.13799999999999,38.709,6,1155.0
红楼,114.206,38.853,6,1156.0
树廷正宗肘子老店,113.963,38.895,6,1157.0
鸿升饭庄,114.164,38.861,6,1158.0
星期八麻辣烫,114.205,38.854,6,1159.0
美食饭店,114.177,38.858000000000004,6,1160.0
天源蛋糕房,114.204,38.853,6,1161.0
吉祥馄饨(瑞景家园南),114.20700000000001,38.856,6,1162.0
聚瑞祥美国加州牛肉面大王,114.205,38.853,6,1163.0
姐妹小吃,114.18,38.736999999999995,6,1164.0
云南风味过桥米线,114.15700000000001,38.86,6,1165.0
福满园,114.221,38.788000000000004,6,1166.0
汲水阁,114.208,38.795,6,1167.0
山泉酒家,114.148,38.893,6,1168.0
胜利饭店,113.85700000000001,38.925,6,1169.0
同福聚饭店,114.24600000000001,38.841,6,1170.0
怪合味香酥鸡鸭,114.205,38.852,6,1171.0
红艳艳饭庄,114.206,38.86,6,1172.0
大元饭店,114.18799999999999,38.852,6,1173.0
味佳园,114.209,38.859,6,1174.0
怡特浓意大利冰淇淋,114.20299999999999,38.854,6,1175.0
玉鼎园酒店,114.214,38.867,6,1176.0
路缘饭店,114.181,38.736999999999995,6,1177.0
苗岭农家府,114.204,38.853,6,1178.0
常乐饭店,114.27,38.835,6,1179.0
大同削面王(北街社区卫生服务站北),114.205,38.854,6,1180.0
麦之田蛋挞王子,114.20100000000001,38.854,6,1181.0
腌肉炖菜馆(北街社区卫生服务站南),114.205,38.853,6,1182.0
老嫂子,114.219,38.868,6,1183.0
聚福楼饭庄,114.156,38.859,6,1184.0
聚龙饭店,113.86200000000001,38.924,6,1185.0
晋川食府,113.965,38.894,6,1186.0
兰州正宗牛肉拉面(城关镇城厢卫生所东南),114.209,38.851,6,1187.0
西大道农家院,113.96700000000001,38.894,6,1188.0
大众小吃(康复路),114.206,38.86,6,1189.0
天香锅,114.21,38.863,6,1190.0
陈记红烧饸饹馆连锁店,114.21600000000001,38.861999999999995,6,1191.0
锦都餐厅,114.20700000000001,38.852,6,1192.0
鑫源饭店,114.141,38.853,6,1193.0
四季豆捞,114.20700000000001,38.849000000000004,6,1194.0
温馨美食城,113.86399999999999,38.923,6,1195.0
阜平烤涮会馆,114.206,38.856,6,1196.0
隆裕大酒店,113.96,38.896,6,1197.0
驴香园饭店,114.17299999999999,38.883,6,1198.0
顺驿阁食府,114.17200000000001,38.858000000000004,6,1199.0
东良饭店,114.3,38.83,6,1200.0
果香果色,114.205,38.854,6,1201.0
盛源饭店,114.287,38.753,6,1202.0
蜀湘园饭店,114.212,38.84,6,1203.0
晓立面包蛋糕房,114.2,38.854,6,1204.0
利青大酒店,113.956,38.895,6,1205.0
邯郸饭店,114.16799999999999,38.885,6,1206.0
利红酒家,114.03,39.05,6,1207.0
银河酒店,114.208,38.849000000000004,6,1208.0
状元楼,114.213,38.85,6,1209.0
洪兴石锅鱼,113.98,38.888000000000005,6,1210.0
聚鑫精品家常菜,114.20700000000001,38.855,6,1211.0
清风粥馆,114.20100000000001,38.854,6,1212.0
饺子城(万金家园北),114.211,38.851,6,1213.0
油饼捞豆腐,114.205,38.852,6,1214.0
漕河驴肉火烧,114.162,38.876,6,1215.0
大柳树饭店,114.131,38.913000000000004,6,1216.0
四川饭店,114.22399999999999,38.845,6,1217.0
富平饭馆,114.26700000000001,38.835,6,1218.0
隆达饭馆,114.258,38.836,6,1219.0
燕景大酒店,114.286,38.757,6,1220.0
广安饭店,114.287,38.755,6,1221.0
路友饭店,114.294,38.725,6,1222.0
万家乐饭店,114.305,38.713,6,1223.0
锦园快餐,114.215,38.849000000000004,6,1224.0
乡巴佬炖菜,114.214,38.848,6,1225.0
麻辣婆婆,114.204,38.853,6,1226.0
东光快餐,114.20700000000001,38.852,6,1227.0
顺合饭馆,114.208,38.849000000000004,6,1228.0
回头客餐馆,114.182,38.856,6,1229.0
全汤大理米线,114.205,38.854,6,1230.0
鸿运快餐,114.205,38.853,6,1231.0
永和饭店,114.17299999999999,38.858000000000004,6,1232.0
虹福小吃,114.205,38.853,6,1233.0
杭州小笼包,114.209,38.851,6,1234.0
胡氏锅盖面,114.198,38.855,6,1235.0
驴肉火烧熏肉大饼,114.19,38.852,6,1236.0
888风味小吃,114.194,38.849000000000004,6,1237.0
二平快餐,114.19,38.852,6,1238.0
鑫盛饭店,114.141,38.902,6,1239.0
祥和饭馆,114.226,38.809,6,1240.0
白河饭庄,114.20700000000001,38.842,6,1241.0
丰怡佳园,114.206,38.842,6,1242.0
东风大骨头馆,114.208,38.842,6,1243.0
振华农家餐馆,114.219,38.793,6,1244.0
龙泉小吃,113.85799999999999,38.925,6,1245.0
万客隆餐厅,113.861,38.924,6,1246.0
逸雅居,114.28299999999999,38.832,6,1247.0
鑫梦缘饭店,114.29299999999999,38.83,6,1248.0
颐香园大骨头,114.28,38.833,6,1249.0
常青饭店,114.27,38.835,6,1250.0
阜兴饭店,114.215,38.866,6,1251.0
瓦罐香沸营养快餐连锁no.88,114.204,38.853,6,1252.0
烧饼夹熏肉,114.199,38.854,6,1253.0
众口香小吃坊,114.206,38.859,6,1254.0
二改小吃,114.189,38.852,6,1255.0
照旺台小吃部,114.209,38.86,6,1256.0
筋面郎饸饹,114.20299999999999,38.852,6,1257.0
天新酒家,114.208,38.848,6,1258.0
乐派客,114.204,38.853,6,1259.0
韩国小吃,114.205,38.849000000000004,6,1260.0
正宗史家寨炒鸡,114.208,38.859,6,1261.0
8鑫饭庄,114.191,38.851,6,1262.0
顺递酒店,114.14200000000001,38.900999999999996,6,1263.0
一香饭店,114.15799999999999,38.861,6,1264.0
鑫河快餐店,114.155,38.866,6,1265.0
茂源餐厅,114.057,39.001999999999995,6,1266.0
幸福楼饭庄,113.954,38.895,6,1267.0
顺心饭店,113.98200000000001,38.887,6,1268.0
白云山农家大院,113.917,38.884,6,1269.0
天桥第一家农家院,113.92299999999999,38.885,6,1270.0
鑫怡园饭店,114.235,38.813,6,1271.0
虹霞饭店,114.234,38.812,6,1272.0
宏亮饭店,114.235,38.814,6,1273.0
东北菜馆,114.205,38.842,6,1274.0
交通饭店(南城社区卫生服务站西),114.20200000000001,38.843,6,1275.0
牛肉拉面,114.209,38.844,6,1276.0
龙舟山庄,114.20299999999999,38.791,6,1277.0
春梅兴盛饭店,114.105,38.719,6,1278.0
顺达饭店,114.101,38.72,6,1279.0
阿潘小吃,114.125,38.755,6,1280.0
四海酒楼,114.28,38.931999999999995,6,1281.0
西庄饭店,114.28299999999999,38.832,6,1282.0
汇源饭店(西庄卫生院东),114.29700000000001,38.83,6,1283.0
君来顺飘香楼,114.288,38.751,6,1284.0
天新酒家,114.21799999999999,38.869,6,1285.0
兴园楼饭店,114.18799999999999,38.852,6,1286.0
天盛饭店,114.208,38.86,6,1287.0
猪福记酱肉火烧,114.20700000000001,38.852,6,1288.0
虹桥大酒店-餐饮部,114.204,38.852,6,1289.0
庆德原饭庄,114.182,38.856,6,1290.0
孙家刀削面一部,114.206,38.858000000000004,6,1291.0
一杆称麻辣烫,114.206,38.854,6,1292.0
陕西肉夹馍,114.19,38.852,6,1293.0
福缘阁香辣虾,114.199,38.854,6,1294.0
天府蛋糕房,114.206,38.856,6,1295.0
添财酒家,114.13799999999999,38.908,6,1296.0
三德利饭店,114.00200000000001,38.883,6,1297.0
兴旺饭店,114.221,38.787,6,1298.0
太行小吃,114.12,38.760999999999996,6,1299.0
聚福饭庄,114.18,38.73,6,1300.0
聚源楼饭店,114.13,38.738,6,1301.0
千岁饭店,114.12299999999999,38.753,6,1302.0
大桥饭店,114.12299999999999,38.753,6,1303.0
鸿悦饭店,113.87,38.92,6,1304.0
炜炜餐厅,114.208,38.849000000000004,6,1305.0
鸿起顺饭店,114.206,38.855,6,1306.0
剁馅饺子馆,114.20700000000001,38.854,6,1307.0
青青草原精品羊肉片房,114.20700000000001,38.849000000000004,6,1308.0
老五小吃(桥东街),114.206,38.853,6,1309.0
同福园快餐,114.2,38.854,6,1310.0
众鑫园饭庄,113.869,38.924,6,1311.0
东东胖仔米线(阜平店),114.2,38.854,6,1312.0
顺风酒店,115.15700000000001,39.725,6,1313.0
河东饭店,115.324,39.885999999999996,6,1314.0
123饭店,115.249,39.804,6,1315.0
好运酒楼,115.322,39.884,6,1316.0
来顺饭店,115.18700000000001,39.753,6,1317.0
明珠砂锅居,115.324,39.882,6,1318.0
福富楼美食城,115.37299999999999,39.946,6,1319.0
北峪店酒楼,115.235,39.793,6,1320.0
乾盛酒楼,115.16,39.729,6,1321.0
陆六顺家园,115.37299999999999,39.946,6,1322.0
聚友饭庄(168乡道),115.234,39.794000000000004,6,1323.0
东云阁大酒家,115.323,39.885,6,1324.0
保和堂酒家,115.319,39.876,6,1325.0
家乡饺子馆,115.324,39.885,6,1326.0
排骨馆,115.325,39.884,6,1327.0
永栋饭店,115.18700000000001,39.754,6,1328.0
福聚饭店,115.198,39.759,6,1329.0
甜心蛋糕坊,115.15899999999999,39.729,6,1330.0
千禧大酒店,115.37299999999999,39.946,6,1331.0
瑞生祥饭庄,115.344,39.907,6,1332.0
云南过桥米线(河东镇河东村卫生室西),115.322,39.884,6,1333.0
广场餐厅,115.323,39.885,6,1334.0
河东火锅店,115.324,39.885999999999996,6,1335.0
桥西酒楼,115.319,39.876,6,1336.0
福满园饭店,115.25,39.802,6,1337.0
青花酒楼,115.161,39.731,6,1338.0
请君餐,115.322,39.885,6,1339.0
侯氏涮园(行唐店),114.575,38.449,6,1340.0
米莎贝尔(行唐店),114.56700000000001,38.444,6,1341.0
巴蜀人家,114.57,38.445,6,1342.0
豪杰士,114.56200000000001,38.444,6,1343.0
阳光永和豆浆,114.566,38.449,6,1344.0
百思富休闲餐厅(行唐店),114.565,38.449,6,1345.0
老北京香酥爆烤鸭(升仙桥北路店),114.557,38.446,6,1346.0
碰碰凉(龙州西大街店),114.56200000000001,38.448,6,1347.0
六合居,114.57,38.448,6,1348.0
粥公粥婆NO.158,114.554,38.448,6,1349.0
津津乐烤鸭店香港路店,114.57,38.449,6,1350.0
惠民宴会厅,114.557,38.448,6,1351.0
百姓渔村,114.54899999999999,38.446999999999996,6,1352.0
老增快餐,114.552,38.444,6,1353.0
津津乐烤鸭店(衡阳大街),114.564,38.439,6,1354.0
西关张家排骨拆骨肉,114.54899999999999,38.446,6,1355.0
多味面包蛋糕,114.556,38.445,6,1356.0
红日蛋糕,114.56200000000001,38.443000000000005,6,1357.0
福山大酒店,114.559,38.445,6,1358.0
新五洲酒楼,114.57,38.444,6,1359.0
韩石自助烧烤城,114.555,38.438,6,1360.0
品尚蛋糕,114.566,38.448,6,1361.0
孔老二餐馆,114.551,38.448,6,1362.0
同仁会馆,114.573,38.442,6,1363.0
四海宾酒楼,114.56200000000001,38.448,6,1364.0
辣妹子火锅(玉城东大街),114.568,38.445,6,1365.0
山西一根面,114.556,38.448,6,1366.0
哑巴凉皮白吉馍,114.56200000000001,38.444,6,1367.0
保定驴肉馆,114.571,38.439,6,1368.0
御香七品焖锅,114.575,38.437,6,1369.0
清华福饺子楼,114.566,38.449,6,1370.0
天福酒店,114.569,38.438,6,1371.0
大喜龙虾(行唐店),114.571,38.442,6,1372.0
十分鲜小吃,114.566,38.446,6,1373.0
半斤半牛肉面,114.55,38.441,6,1374.0
津津乐餐厅,114.564,38.439,6,1375.0
世川酒家,114.566,38.439,6,1376.0
天然农家小院,114.545,38.439,6,1377.0
春林婚宴广场,114.53,38.438,6,1378.0
百合园酒店,114.556,38.452,6,1379.0
客来香餐馆,114.57600000000001,38.431,6,1380.0
景盛园饭庄,114.51100000000001,38.491,6,1381.0
万隆酒楼,114.56700000000001,38.441,6,1382.0
春林排骨馆总店,114.542,38.438,6,1383.0
同仁宴会厅,114.568,38.438,6,1384.0
行唐服务区-餐厅,114.538,38.513000000000005,6,1385.0
神仙居饺子,114.56299999999999,38.445,6,1386.0
老渔翁饺子,114.57,38.441,6,1387.0
安徽正宗牛肉板面(永昌北路店),114.566,38.448,6,1388.0
聚丰苑蒸菜馆,114.564,38.439,6,1389.0
天天兴快餐,114.564,38.439,6,1390.0
惠实饺子馆,114.561,38.438,6,1391.0
苏宁快餐厅,114.52799999999999,38.441,6,1392.0
秦城老妈行唐店,114.56700000000001,38.448,6,1393.0
乡村厨房,114.571,38.448,6,1394.0
粥味鲜,114.566,38.444,6,1395.0
迎宾快餐(中共市同乡委员会东),114.542,38.439,6,1396.0
商桥快餐,114.56200000000001,38.444,6,1397.0
树贵雪糕乳品批发中心,114.54899999999999,38.441,6,1398.0
老左羊汤馆总店,114.55,38.441,6,1399.0
十里香饺子馆,114.57,38.441,6,1400.0
曾都酒家,114.566,38.448,6,1401.0
玛格利塔(行唐店),114.566,38.444,6,1402.0
小刚快餐,114.527,38.438,6,1403.0
行唐服务区-餐厅,114.542,38.512,6,1404.0
老龙头饺子,114.572,38.449,6,1405.0
杨家包子馆,114.561,38.444,6,1406.0
胖大嫂手擀麻辣面,114.56700000000001,38.439,6,1407.0
东北风味老菜馆,114.553,38.438,6,1408.0
职教快餐,114.57600000000001,38.431,6,1409.0
正宗牛肉板面,114.556,38.448,6,1410.0
金城饭店,114.527,38.464,6,1411.0
毛家烧烤,114.565,38.439,6,1412.0
新科美食坊,114.56700000000001,38.444,6,1413.0
家香饺子馆(幸福北路),114.56200000000001,38.444,6,1414.0
祥云快餐,114.53299999999999,38.434,6,1415.0
老尤小吃,114.566,38.446,6,1416.0
江南蛋糕面包房,114.557,38.445,6,1417.0
南方蛋糕,114.556,38.445,6,1418.0
福建沙县小吃,114.566,38.449,6,1419.0
天利蛋糕房,114.566,38.441,6,1420.0
袁记晋北刀削面,114.56700000000001,38.443000000000005,6,1421.0
四喜饸饹馆,114.565,38.438,6,1422.0
顺利农家菜,114.566,38.438,6,1423.0
鼎新轩,114.56200000000001,38.443000000000005,6,1424.0
川味馆,114.557,38.446,6,1425.0
凤楼快餐(龙州西大街),114.56,38.448,6,1426.0
东北酸菜馆,114.559,38.438,6,1427.0
大理云南过桥米线(行唐店),114.56200000000001,38.444,6,1428.0
志广好滋味,114.56299999999999,38.444,6,1429.0
酒足饭饱,114.571,38.449,6,1430.0
魔锅坊麻辣香锅行唐总店,114.56700000000001,38.439,6,1431.0
老陕嫂子面,114.571,38.438,6,1432.0
老娃手工肥肠面,114.555,38.448,6,1433.0
褚家包子,114.56,38.438,6,1434.0
健华肉铺,114.557,38.441,6,1435.0
七石咕噜鱼行唐旗舰店,114.56,38.438,6,1436.0
恒昌小菜馒头包子饼子,114.557,38.446,6,1437.0
黑咖骑士,114.561,38.446,6,1438.0
贝村羊肉馆,114.588,38.422,6,1439.0
同悦美食坊,114.559,38.438,6,1440.0
好旺角熏肉大饼总店,114.565,38.438,6,1441.0
手工羊杂汤,114.557,38.44,6,1442.0
董记煎饼,114.566,38.44,6,1443.0
一品手擀面,114.54700000000001,38.44,6,1444.0
大自然餐厅,114.557,38.445,6,1445.0
兰州拉面,114.56299999999999,38.445,6,1446.0
佳佳大盘鸡,114.572,38.446999999999996,6,1447.0
金日子美食园,114.48299999999999,38.395,6,1448.0
欢欢酒店,114.527,38.439,6,1449.0
半边天熏肉大饼行唐店,114.571,38.443000000000005,6,1450.0
派乐汉堡,114.565,38.449,6,1451.0
板面王,114.552,38.439,6,1452.0
福源饭庄,114.54299999999999,38.438,6,1453.0
一杆称麻辣烫,114.565,38.445,6,1454.0
太行山红枣店,114.561,38.438,6,1455.0
鲁家庄大枣店,114.56200000000001,38.438,6,1456.0
桂香村蛋糕,114.566,38.442,6,1457.0
诚信饭店,114.49600000000001,38.437,6,1458.0
红烧饸饹馆,114.571,38.438,6,1459.0
京东肉饼,114.557,38.445,6,1460.0
兴畅饸铑馆,114.56299999999999,38.445,6,1461.0
佳佳大盘鸡快餐,114.527,38.438,6,1462.0
三义活驴馆,114.54700000000001,38.448,6,1463.0
平安快餐,114.566,38.448,6,1464.0
李明小吃,114.56700000000001,38.442,6,1465.0
天地合快餐,114.539,38.439,6,1466.0
玲龙饭店,114.57600000000001,38.510999999999996,6,1467.0
进京小吃,114.566,38.446,6,1468.0
二鹏红枣店,114.556,38.438,6,1469.0
永惠快餐,114.554,38.438,6,1470.0
开山饺子,114.559,38.438,6,1471.0
卓资山熏鸡肉店,114.556,38.443000000000005,6,1472.0
老建快餐,114.541,38.439,6,1473.0
吉度羊汤,114.54899999999999,38.448,6,1474.0
乾坤元营养早餐,114.553,38.444,6,1475.0
鸿福农家院,114.56,38.446999999999996,6,1476.0
重庆坡儿火锅麻辣烫,114.566,38.449,6,1477.0
锐林小吃,114.557,38.439,6,1478.0
蒸功夫包子(香港路店),114.57,38.441,6,1479.0
保定菜馆(香港路店),114.571,38.437,6,1480.0
好口福饺子馆家常菜,114.529,38.466,6,1481.0
大众烧烤,114.571,38.445,6,1482.0
百姓快餐(衡阳大街店),114.56200000000001,38.438,6,1483.0
彭记口口香食品法式脆皮蛋糕专卖(行唐旗舰店),114.56299999999999,38.448,6,1484.0
美食家园,114.566,38.448,6,1485.0
麦穗香蛋糕房,114.56700000000001,38.442,6,1486.0
晶锅英雄,114.55,38.448,6,1487.0
庄头烧烤,114.57600000000001,38.445,6,1488.0
太阳岛茶韵,114.565,38.451,6,1489.0
兵发烧烤,114.55,38.445,6,1490.0
万隆小吃,114.56700000000001,38.442,6,1491.0
云水快餐,114.527,38.469,6,1492.0
老五羊汤馆,114.557,38.446,6,1493.0
满一碗快餐,114.54899999999999,38.443000000000005,6,1494.0
米兰肉铺,114.556,38.446,6,1495.0
建朝牛羊肉店,114.557,38.44,6,1496.0
瑞泰成马家鸡,114.556,38.446,6,1497.0
儒家饭店,114.595,38.416,6,1498.0
全家福烧烤城,114.57,38.446,6,1499.0
鸿鑫餐厅,114.57600000000001,38.449,6,1500.0
农家大锅肉,114.555,38.438,6,1501.0
永盛酒楼,114.525,38.513000000000005,6,1502.0
百姓食府,114.564,38.391,6,1503.0
京东肉饼,114.57,38.444,6,1504.0
鱼亮北江行唐店,114.56700000000001,38.458,6,1505.0
福盛快餐,114.53,38.466,6,1506.0
会法快餐,114.527,38.461,6,1507.0
如家饺子馆,114.57600000000001,38.449,6,1508.0
卤肉大饼,114.56700000000001,38.441,6,1509.0
吉祥居美食坊,114.568,38.438,6,1510.0
锦鑫烧烤,114.57600000000001,38.445,6,1511.0
主食厨房,114.57,38.442,6,1512.0
升仙聚肉馆,114.557,38.446999999999996,6,1513.0
农家快餐,114.564,38.445,6,1514.0
升仙居驴肉馆,114.557,38.446999999999996,6,1515.0
芳园餐厅,114.54899999999999,38.443000000000005,6,1516.0
多味面馆,114.55,38.441,6,1517.0
多味小锅坊,114.554,38.448,6,1518.0
口口香多味面馆,114.55,38.441,6,1519.0
通达快餐,114.56200000000001,38.444,6,1520.0
老薛三义羊肉馆总店,114.54700000000001,38.448,6,1521.0
巧面馆,114.54899999999999,38.445,6,1522.0
兄弟餐馆,114.557,38.446,6,1523.0
维明小吃城,114.561,38.444,6,1524.0
国平红枣店,114.561,38.438,6,1525.0
