USERID,BEGIN_TIME,STARTLONGTITUDE,STARTLATITUDE,DURATION
2623.000,20140816130118,116.074,39.137,35.000
2623.000,20140816145315,116.088,39.155,36.000
2623.000,20140816165915,116.074,39.137,38.000
2623.000,20140816171148,116.074,39.137,34.000
2623.000,20140816193525,116.088,39.155,25.000
1890.000,20140809164147,115.970,39.489,1.000
1170.000,20140809103129,115.548,38.512,3.000
1170.000,20140809112029,115.599,38.621,2.000
1170.000,20140809122007,115.599,38.621,1.000
1170.000,20140809133508,115.599,38.621,4.000
1170.000,20140809141807,115.599,38.621,2.000
1170.000,20140809154723,115.599,38.621,3.000
1170.000,20140809161357,115.599,38.621,3.000
1170.000,20140809173732,115.599,38.621,2.000
1170.000,20140809183002,115.599,38.621,1.000
1170.000,20140809190423,115.599,38.621,2.000
1170.000,20140816105957,115.641,38.553,2.000
1170.000,20140816115520,115.641,38.553,4.000
1170.000,20140816124009,115.641,38.553,2.000
1170.000,20140816132136,115.641,38.553,1.000
1170.000,20140816144530,115.548,38.512,4.000
1170.000,20140816154808,115.624,38.619,3.000
1170.000,20140816160709,115.599,38.621,2.000
1170.000,20140816172629,115.599,38.621,1.000
1170.000,20140816192524,115.641,38.553,1.000
65.000,20140809135135,115.441,38.849,19.000
65.000,20140809140529,115.443,38.865,39.000
65.000,20140809151009,115.440,38.852,39.000
65.000,20140809162847,115.444,38.859,30.000
65.000,20140809173715,115.429,38.846,35.000
65.000,20140809184811,115.444,38.859,37.000
65.000,20140809195430,115.429,38.846,37.000
65.000,20140816101931,115.456,38.859,17.000
65.000,20140816112406,115.456,38.859,18.000
65.000,20140816121541,115.440,38.852,29.000
409.000,20140809103458,115.554,38.865,37.000
409.000,20140809114319,115.477,38.864,32.000
409.000,20140809121757,115.598,38.859,17.000
409.000,20140809135511,115.524,38.855,34.000
409.000,20140809141008,115.591,38.853,16.000
409.000,20140809154001,115.507,38.851,20.000
409.000,20140809163537,115.489,38.857,33.000
409.000,20140809172949,115.569,38.873,31.000
409.000,20140816124608,115.466,38.860,26.000
409.000,20140816131032,115.462,38.865,28.000
409.000,20140816144314,115.466,38.860,37.000
409.000,20140816152341,115.466,38.860,18.000
409.000,20140816164047,115.507,38.851,22.000
409.000,20140816174114,115.545,38.805,37.000
409.000,20140816181649,115.507,38.851,37.000
409.000,20140816193319,115.545,38.805,30.000
410.000,20140809103823,115.462,38.865,37.000
410.000,20140809115122,115.461,38.846,39.000
410.000,20140809124816,115.473,38.856,26.000
410.000,20140809142715,115.353,38.807,39.000
410.000,20140809155527,115.473,38.856,22.000
410.000,20140809161528,115.379,38.815,39.000
410.000,20140809170416,115.475,38.861,15.000
410.000,20140809185328,115.462,38.865,16.000
410.000,20140816102117,115.473,38.856,19.000
410.000,20140816112527,115.379,38.815,32.000
1533.000,20140809103902,115.499,38.847,1.000
1533.000,20140809115732,115.484,38.869,1.000
1533.000,20140809120934,115.507,38.851,1.000
1533.000,20140809134914,115.507,38.851,4.000
1533.000,20140809140952,115.475,38.874,3.000
1533.000,20140816104305,115.478,38.871,3.000
1533.000,20140816114320,115.475,38.874,1.000
1533.000,20140816123254,115.493,38.868,3.000
1533.000,20140816130756,115.475,38.874,2.000
1533.000,20140816141646,115.497,38.855,3.000
1533.000,20140816153859,115.478,38.871,1.000
1533.000,20140816160250,115.507,38.851,2.000
1533.000,20140816172814,115.507,38.851,2.000
1533.000,20140816185742,115.484,38.869,1.000
1533.000,20140816191029,115.507,38.851,4.000
411.000,20140809103223,115.476,38.870,3.000
411.000,20140809110457,115.496,38.842,4.000
411.000,20140809125118,115.475,38.874,4.000
411.000,20140809130240,115.462,38.872,2.000
411.000,20140809140615,115.492,38.858,4.000
411.000,20140809155309,115.507,38.851,4.000
411.000,20140809160023,115.492,38.856,2.000
411.000,20140809172910,115.507,38.851,4.000
411.000,20140809185419,115.484,38.869,1.000
411.000,20140809192633,115.492,38.856,1.000
411.000,20140816100101,115.475,38.874,4.000
411.000,20140816110328,115.492,38.858,4.000
411.000,20140816135537,115.484,38.869,1.000
411.000,20140816141447,115.507,38.851,3.000
411.000,20140816154054,115.484,38.869,4.000
411.000,20140816161501,115.496,38.842,4.000
411.000,20140816173230,115.489,38.863,4.000
411.000,20140816181244,115.475,38.874,3.000
411.000,20140816192001,115.507,38.851,3.000
66.000,20140809143222,115.459,38.916,4.000
66.000,20140809152856,115.492,38.856,4.000
66.000,20140809172534,115.507,38.851,4.000
66.000,20140809185415,115.507,38.851,1.000
66.000,20140809191835,115.475,38.874,2.000
66.000,20140816101658,115.475,38.874,3.000
66.000,20140816113950,115.499,38.847,1.000
66.000,20140816124745,115.484,38.869,2.000
66.000,20140816132819,115.475,38.874,1.000
66.000,20140816144629,115.492,38.858,4.000
66.000,20140816151841,115.475,38.874,4.000
66.000,20140816163308,115.492,38.858,2.000
66.000,20140816173801,115.484,38.869,1.000
66.000,20140816182647,115.475,38.874,4.000
66.000,20140816193241,115.484,38.869,4.000
67.000,20140809103502,115.507,38.846,21.000
67.000,20140809115753,115.466,38.853,27.000
67.000,20140809120941,115.475,38.861,23.000
67.000,20140809135314,115.499,38.847,35.000
67.000,20140809143648,115.420,38.893,19.000
67.000,20140809154655,115.462,38.858,23.000
67.000,20140809165823,115.485,38.858,32.000
67.000,20140809170012,115.507,38.851,33.000
67.000,20140809183646,115.462,38.865,15.000
67.000,20140816100252,115.488,38.853,17.000
67.000,20140816114014,115.485,38.858,26.000
67.000,20140816120430,115.462,38.858,16.000
67.000,20140816132344,115.488,38.853,25.000
67.000,20140816145946,115.473,38.856,38.000
67.000,20140816151030,115.489,38.857,39.000
67.000,20140816162624,115.475,38.861,20.000
67.000,20140816175325,115.466,38.853,21.000
67.000,20140816183252,115.457,38.853,19.000
67.000,20140816194751,115.488,38.853,34.000
68.000,20140809103258,115.466,38.853,1.000
68.000,20140809111046,115.462,38.865,4.000
68.000,20140809122423,115.492,38.856,3.000
68.000,20140809131917,115.462,38.858,2.000
68.000,20140809144156,115.445,38.883,4.000
68.000,20140816102742,115.420,38.893,2.000
68.000,20140816112619,115.487,38.846,1.000
68.000,20140816125758,115.473,38.856,1.000
68.000,20140816133230,115.466,38.860,4.000
68.000,20140816143820,115.473,38.856,1.000
68.000,20140816151614,115.462,38.865,1.000
69.000,20140809104558,115.466,38.860,38.000
69.000,20140809115410,115.462,38.865,39.000
69.000,20140809123351,115.462,38.865,24.000
69.000,20140809133653,115.469,38.868,34.000
69.000,20140809140229,115.462,38.865,23.000
69.000,20140809151905,115.469,38.868,17.000
69.000,20140809160244,115.462,38.865,29.000
69.000,20140809173413,115.462,38.865,32.000
69.000,20140809181116,115.351,38.869,19.000
69.000,20140816102141,115.462,38.865,17.000
69.000,20140816112841,115.462,38.865,23.000
69.000,20140816123834,115.462,38.865,32.000
69.000,20140816130935,115.462,38.865,39.000
69.000,20140816141904,115.462,38.865,19.000
69.000,20140816155504,115.462,38.865,19.000
69.000,20140816161938,115.462,38.865,24.000
69.000,20140816172941,115.469,38.868,16.000
69.000,20140816183303,115.462,38.865,26.000
2245.000,20140809104833,115.462,38.865,26.000
2245.000,20140809114701,115.462,38.871,30.000
2245.000,20140809120102,115.469,38.868,20.000
2245.000,20140809132529,115.477,38.864,18.000
2245.000,20140809140604,115.462,38.865,26.000
2245.000,20140809151341,115.466,38.860,15.000
2245.000,20140809165240,115.469,38.868,35.000
2245.000,20140809172752,115.462,38.865,33.000
2245.000,20140809183822,115.469,38.868,29.000
2245.000,20140816105912,115.466,38.860,22.000
2245.000,20140816112026,115.462,38.865,21.000
2245.000,20140816125133,115.466,38.860,29.000
2245.000,20140816141356,115.466,38.860,36.000
2245.000,20140816154627,115.477,38.864,36.000
2245.000,20140816164634,115.462,38.871,20.000
2245.000,20140816172101,115.466,38.860,28.000
772.000,20140809105158,115.351,38.869,25.000
772.000,20140809112532,115.469,38.868,20.000
772.000,20140809131925,115.462,38.865,23.000
772.000,20140809144532,115.462,38.871,20.000
772.000,20140809150116,115.469,38.868,17.000
772.000,20140809165552,115.462,38.865,26.000
772.000,20140809170310,115.462,38.872,25.000
772.000,20140809182910,115.462,38.865,22.000
772.000,20140809190309,115.351,38.869,23.000
772.000,20140816103237,115.469,38.868,23.000
772.000,20140816115814,115.469,38.868,24.000
772.000,20140816125556,115.462,38.865,36.000
772.000,20140816134012,115.469,38.868,15.000
772.000,20140816143257,115.322,38.861,26.000
772.000,20140816155346,115.462,38.865,15.000
772.000,20140816165524,115.469,38.868,35.000
772.000,20140816174958,115.322,38.861,26.000
773.000,20140809114510,115.443,38.865,21.000
773.000,20140809125021,115.466,38.860,15.000
773.000,20140809130927,115.475,38.861,32.000
773.000,20140809145451,115.462,38.865,27.000
773.000,20140809164436,115.462,38.865,24.000
773.000,20140809171231,115.351,38.869,39.000
773.000,20140809184438,115.462,38.865,28.000
773.000,20140809192609,115.469,38.868,29.000
773.000,20140816104957,115.462,38.865,29.000
773.000,20140816114704,115.466,38.860,31.000
773.000,20140816121059,115.453,38.874,16.000
773.000,20140816131130,115.469,38.868,31.000
773.000,20140816141058,115.462,38.865,39.000
773.000,20140816152857,115.462,38.865,16.000
773.000,20140816164438,115.466,38.860,19.000
773.000,20140816170725,115.462,38.865,27.000
773.000,20140816182426,115.462,38.865,15.000
773.000,20140816193515,115.469,38.868,31.000
2624.000,20140809125504,115.475,38.861,2.000
2624.000,20140809134736,115.554,38.801,1.000
2624.000,20140809140234,115.525,38.804,1.000
2624.000,20140809155709,115.525,38.804,1.000
2624.000,20140809165133,115.466,38.860,2.000
2624.000,20140809174033,115.545,38.805,2.000
2624.000,20140809193709,115.525,38.804,2.000
2624.000,20140816103111,115.562,38.848,1.000
2624.000,20140816114127,115.475,38.861,2.000
2624.000,20140816124520,115.504,38.858,4.000
2624.000,20140816131358,115.466,38.860,2.000
2624.000,20140816145436,115.462,38.865,1.000
2624.000,20140816150419,115.462,38.865,3.000
2624.000,20140816160505,115.551,38.843,3.000
2624.000,20140816175619,115.533,38.846,3.000
2624.000,20140816180454,115.504,38.858,1.000
1534.000,20140809101842,115.444,38.859,39.000
1534.000,20140809113335,115.446,38.855,21.000
1534.000,20140809124529,115.462,38.858,15.000
1534.000,20140809133829,115.466,38.853,39.000
1534.000,20140809143427,115.441,38.849,26.000
1534.000,20140809152804,115.511,38.862,33.000
1534.000,20140809163319,115.444,38.859,22.000
1534.000,20140809171543,115.492,38.858,19.000
1534.000,20140809183744,115.535,38.861,22.000
1534.000,20140809191122,115.441,38.849,30.000
1534.000,20140816103956,115.441,38.849,33.000
1534.000,20140816121649,115.441,38.846,32.000
1534.000,20140816133242,115.441,38.849,32.000
1534.000,20140816142647,115.511,38.854,32.000
1534.000,20140816153106,115.466,38.853,38.000
1534.000,20140816163550,115.441,38.849,24.000
1534.000,20140816171636,115.466,38.853,23.000
1534.000,20140816181650,115.462,38.858,17.000
1534.000,20140816195039,115.462,38.858,28.000
774.000,20140809105953,115.441,38.849,34.000
774.000,20140809115221,115.524,38.855,28.000
774.000,20140809121126,115.462,38.858,37.000
774.000,20140809135641,115.441,38.849,17.000
774.000,20140809143222,115.535,38.861,21.000
774.000,20140809153337,115.444,38.859,19.000
774.000,20140809161528,115.492,38.858,16.000
774.000,20140809173222,115.492,38.858,28.000
774.000,20140809185037,115.466,38.853,23.000
774.000,20140809192153,115.511,38.854,34.000
774.000,20140816101415,115.473,38.856,16.000
774.000,20140816112458,115.441,38.849,27.000
774.000,20140816124900,115.441,38.849,37.000
774.000,20140816134748,115.535,38.861,32.000
774.000,20140816142327,115.441,38.849,19.000
774.000,20140816153419,115.511,38.854,15.000
774.000,20140816161046,115.441,38.849,36.000
774.000,20140816174611,115.441,38.849,34.000
2625.000,20140809101404,115.444,38.859,32.000
2625.000,20140809113459,115.462,38.865,17.000
2625.000,20140809121533,115.443,38.865,35.000
2625.000,20140809132314,115.453,38.850,26.000
2625.000,20140809141410,115.462,38.865,16.000
2625.000,20140809150930,115.462,38.865,27.000
2625.000,20140809160035,115.444,38.859,15.000
2625.000,20140809171207,115.462,38.865,16.000
2625.000,20140809184051,115.531,38.854,15.000
2625.000,20140809191034,115.462,38.865,35.000
2625.000,20140816102140,115.469,38.868,22.000
2625.000,20140816114812,115.441,38.849,39.000
2625.000,20140816124409,115.504,38.858,35.000
2625.000,20140816134816,115.441,38.849,36.000
2625.000,20140816142049,115.492,38.858,17.000
2625.000,20140816151124,115.441,38.849,32.000
2625.000,20140816163118,115.504,38.858,27.000
2625.000,20140816171055,115.441,38.846,29.000
2625.000,20140816183107,115.498,38.858,36.000
2625.000,20140816191051,115.441,38.849,29.000
1171.000,20140809100332,115.441,38.849,18.000
1171.000,20140809115934,115.441,38.849,24.000
1171.000,20140809122132,115.453,38.847,31.000
1171.000,20140809133654,115.453,38.874,39.000
1171.000,20140809145700,115.492,38.858,32.000
1171.000,20140809154740,115.441,38.849,15.000
1171.000,20140809165435,115.504,38.858,26.000
1171.000,20140809174257,115.441,38.849,17.000
1171.000,20140809184213,115.469,38.868,28.000
1171.000,20140809190844,115.504,38.858,19.000
1171.000,20140816102749,115.444,38.859,17.000
1171.000,20140816115442,115.462,38.865,38.000
1171.000,20140816120843,115.441,38.849,19.000
1171.000,20140816134303,115.441,38.849,31.000
1171.000,20140816144010,115.469,38.868,27.000
1171.000,20140816155301,115.441,38.849,23.000
1171.000,20140816162159,115.443,38.865,19.000
1171.000,20140816174845,115.441,38.849,29.000
1171.000,20140816183631,115.444,38.859,38.000
1171.000,20140816191911,115.504,38.858,24.000
1535.000,20140816102405,115.441,38.849,27.000
1535.000,20140816114333,115.492,38.858,24.000
1535.000,20140816121057,115.444,38.859,21.000
1535.000,20140816134439,115.473,38.856,16.000
1535.000,20140816144402,115.441,38.849,17.000
1535.000,20140816151539,115.456,38.859,33.000
1535.000,20140816165218,115.456,38.859,20.000
1535.000,20140816174923,115.456,38.859,35.000
1535.000,20140816183326,115.489,38.857,30.000
1535.000,20140816190604,115.511,38.862,16.000
2246.000,20140809104930,115.441,38.849,17.000
2246.000,20140809110004,115.466,38.853,27.000
2246.000,20140809122205,115.441,38.849,31.000
2246.000,20140809133204,115.492,38.858,29.000
2246.000,20140809145133,115.492,38.858,26.000
2246.000,20140809151447,115.441,38.849,34.000
2246.000,20140809162926,115.492,38.858,31.000
2246.000,20140809172806,115.466,38.853,30.000
2246.000,20140809183250,115.441,38.849,23.000
2246.000,20140809193653,115.492,38.858,15.000
2246.000,20140816130934,115.441,38.849,20.000
2246.000,20140816142916,115.462,38.865,16.000
2246.000,20140816150939,115.441,38.849,37.000
2246.000,20140816162503,115.462,38.865,16.000
2246.000,20140816173028,115.483,38.865,15.000
2246.000,20140816181843,115.462,38.865,25.000
2626.000,20140809160150,115.554,38.865,34.000
2626.000,20140809173434,115.535,38.861,33.000
2626.000,20140809180318,115.531,38.854,35.000
2626.000,20140809194708,115.554,38.865,17.000
2626.000,20140816152243,115.562,38.848,25.000
2626.000,20140816164835,115.535,38.861,15.000
2626.000,20140816174540,115.569,38.873,33.000
2626.000,20140816182513,115.535,38.861,29.000
2626.000,20140816192316,115.538,38.850,16.000
1172.000,20140809144932,115.538,38.850,38.000
1172.000,20140809151632,115.569,38.873,39.000
1172.000,20140809162232,115.535,38.861,37.000
1172.000,20140809173232,115.531,38.854,23.000
1172.000,20140809180608,115.569,38.873,37.000
1172.000,20140809190853,115.547,38.867,29.000
1172.000,20140816102809,115.547,38.867,18.000
1172.000,20140816113720,115.531,38.854,24.000
1172.000,20140816123029,115.566,38.870,31.000
1172.000,20140816135106,115.531,38.854,32.000
1172.000,20140816142547,115.534,38.868,34.000
1172.000,20140816152824,115.535,38.861,33.000
70.000,20140809104329,115.441,38.846,22.000
70.000,20140809113931,115.504,38.858,21.000
70.000,20140809124331,115.441,38.849,39.000
70.000,20140809132904,115.504,38.858,26.000
70.000,20140809141214,115.446,38.855,21.000
70.000,20140809150029,115.444,38.859,30.000
70.000,20140809164844,115.444,38.859,21.000
70.000,20140809172323,115.538,38.850,18.000
70.000,20140809181215,115.441,38.849,22.000
70.000,20140809193434,115.531,38.854,33.000
70.000,20140816104256,115.441,38.849,22.000
70.000,20140816114302,115.531,38.854,16.000
70.000,20140816125604,115.469,38.868,15.000
70.000,20140816131051,115.492,38.858,20.000
70.000,20140816144630,115.443,38.865,37.000
70.000,20140816153637,115.504,38.858,27.000
70.000,20140816165412,115.469,38.868,35.000
70.000,20140816175057,115.462,38.865,18.000
70.000,20140816180618,115.441,38.849,18.000
70.000,20140816191400,115.504,38.858,21.000
1891.000,20140809105148,115.444,38.859,31.000
1891.000,20140809114718,115.462,38.858,16.000
1891.000,20140809124407,115.492,38.858,16.000
1891.000,20140809132342,115.441,38.849,39.000
1891.000,20140809143331,115.511,38.862,34.000
1891.000,20140809155222,115.498,38.858,21.000
1891.000,20140809163601,115.441,38.849,37.000
1891.000,20140809170919,115.456,38.859,24.000
1891.000,20140809181848,115.441,38.849,19.000
1891.000,20140809193324,115.462,38.858,26.000
1891.000,20140816102529,115.443,38.865,17.000
1891.000,20140816115306,115.466,38.853,19.000
1891.000,20140816120708,115.488,38.853,31.000
1891.000,20140816134801,115.504,38.858,22.000
1891.000,20140816142806,115.441,38.849,28.000
1891.000,20140816150335,115.466,38.853,22.000
1891.000,20140816164342,115.456,38.859,38.000
1891.000,20140816174208,115.462,38.858,38.000
1891.000,20140816183945,115.492,38.858,35.000
1891.000,20140816192224,115.441,38.849,36.000
71.000,20140809104431,115.511,38.854,31.000
71.000,20140809112631,115.441,38.846,23.000
71.000,20140809121702,115.492,38.858,37.000
71.000,20140809132632,115.441,38.849,32.000
71.000,20140809143006,115.531,38.854,31.000
71.000,20140809155454,115.444,38.859,18.000
71.000,20140809164352,115.492,38.858,17.000
71.000,20140809172630,115.441,38.849,30.000
71.000,20140809182830,115.504,38.858,19.000
71.000,20140809195318,115.444,38.859,39.000
71.000,20140816103437,115.483,38.865,29.000
71.000,20140816114733,115.441,38.849,34.000
71.000,20140816122357,115.469,38.868,17.000
71.000,20140816131754,115.462,38.865,38.000
71.000,20140816142007,115.441,38.849,37.000
71.000,20140816152452,115.441,38.846,31.000
71.000,20140816160718,115.531,38.854,34.000
72.000,20140809102448,115.531,38.854,37.000
72.000,20140809113606,115.441,38.849,39.000
72.000,20140809125633,115.441,38.849,34.000
72.000,20140809135838,115.485,38.858,23.000
72.000,20140809141329,115.531,38.854,29.000
72.000,20140809154243,115.462,38.865,21.000
72.000,20140809165652,115.441,38.849,18.000
72.000,20140809173900,115.462,38.865,35.000
72.000,20140809184932,115.441,38.849,21.000
72.000,20140809191548,115.444,38.859,36.000
72.000,20140816102441,115.492,38.858,19.000
72.000,20140816112936,115.441,38.849,22.000
72.000,20140816121514,115.504,38.858,25.000
72.000,20140816130556,115.441,38.849,29.000
72.000,20140816142433,115.504,38.858,35.000
72.000,20140816150132,115.441,38.849,25.000
72.000,20140816164330,115.441,38.849,16.000
72.000,20140816173635,115.462,38.865,38.000
72.000,20140816184907,115.441,38.849,28.000
72.000,20140816192250,115.443,38.865,15.000
73.000,20140809103224,115.480,38.859,3.000
73.000,20140809110136,115.441,38.849,2.000
73.000,20140809123758,115.497,38.855,2.000
73.000,20140809133827,115.485,38.858,1.000
73.000,20140809164820,115.507,38.851,4.000
73.000,20140809173904,115.473,38.856,1.000
73.000,20140809180619,115.520,38.848,2.000
73.000,20140809193008,115.489,38.857,1.000
1173.000,20140809102935,115.462,38.865,16.000
1173.000,20140809110629,115.462,38.872,17.000
1173.000,20140809123953,115.322,38.861,38.000
1173.000,20140809132150,115.466,38.860,34.000
1173.000,20140809143014,115.351,38.869,26.000
1173.000,20140809154337,115.462,38.865,36.000
1173.000,20140809165102,115.469,38.868,36.000
1173.000,20140809170839,115.462,38.865,17.000
1173.000,20140809182315,115.469,38.868,34.000
1173.000,20140809195717,115.462,38.865,20.000
1173.000,20140816100344,115.462,38.865,39.000
1173.000,20140816110708,115.462,38.865,19.000
1173.000,20140816124437,115.462,38.865,18.000
1173.000,20140816142015,115.462,38.865,26.000
1173.000,20140816153921,115.466,38.860,26.000
1173.000,20140816161258,115.462,38.872,36.000
1173.000,20140816170301,115.469,38.868,39.000
1173.000,20140816181259,115.462,38.865,24.000
1536.000,20140809123729,115.461,38.846,1.000
1536.000,20140809131305,115.480,38.859,4.000
1536.000,20140809141446,115.473,38.856,4.000
1536.000,20140809151511,115.520,38.848,4.000
1536.000,20140809164300,115.473,38.856,2.000
1536.000,20140809174123,115.461,38.846,3.000
1536.000,20140809182609,115.485,38.858,3.000
1536.000,20140809193515,115.461,38.846,1.000
1536.000,20140816102859,115.507,38.851,1.000
1536.000,20140816114309,115.507,38.851,2.000
1536.000,20140816121208,115.507,38.851,2.000
1536.000,20140816130505,115.485,38.858,1.000
1536.000,20140816142728,115.488,38.853,3.000
1536.000,20140816150541,115.441,38.849,2.000
1536.000,20140816162820,115.507,38.851,2.000
1536.000,20140816173440,115.492,38.858,1.000
1536.000,20140816182243,115.480,38.859,4.000
1536.000,20140816191041,115.492,38.856,1.000
412.000,20140809105227,115.441,38.849,36.000
412.000,20140809111257,115.507,38.851,37.000
412.000,20140809124620,115.489,38.857,21.000
412.000,20140809165129,115.461,38.846,34.000
412.000,20140809173040,115.473,38.856,34.000
412.000,20140809183456,115.489,38.857,33.000
412.000,20140809190836,115.473,38.856,36.000
412.000,20140816103530,115.461,38.846,15.000
412.000,20140816112318,115.507,38.851,27.000
412.000,20140816123803,115.498,38.850,31.000
412.000,20140816133456,115.489,38.857,19.000
412.000,20140816164644,115.498,38.850,33.000
412.000,20140816173952,115.473,38.856,35.000
412.000,20140816183056,115.507,38.851,28.000
412.000,20140816192849,115.489,38.857,23.000
1174.000,20140809100041,115.488,38.853,1.000
1174.000,20140809132758,115.488,38.853,1.000
1174.000,20140809142421,115.488,38.853,1.000
1174.000,20140809150911,115.507,38.851,1.000
1174.000,20140809162301,115.520,38.848,4.000
1174.000,20140809172741,115.453,38.847,1.000
1174.000,20140809181345,115.507,38.851,4.000
1174.000,20140809190323,115.461,38.846,1.000
1174.000,20140816122630,115.507,38.851,1.000
1174.000,20140816132858,115.507,38.851,3.000
1174.000,20140816140943,115.489,38.857,2.000
1174.000,20140816154913,115.488,38.853,1.000
1174.000,20140816163335,115.473,38.856,4.000
1174.000,20140816174347,115.461,38.846,4.000
1174.000,20140816182147,115.473,38.856,4.000
1174.000,20140816191908,115.507,38.851,3.000
775.000,20140809105904,115.453,38.847,16.000
775.000,20140809111021,115.441,38.846,34.000
775.000,20140816104409,115.444,38.859,30.000
775.000,20140816115849,115.462,38.858,28.000
775.000,20140816120200,115.456,38.859,27.000
775.000,20140816145346,115.441,38.849,20.000
775.000,20140816161613,115.441,38.846,33.000
775.000,20140816173208,115.441,38.849,37.000
775.000,20140816182812,115.504,38.858,19.000
775.000,20140816194813,115.466,38.853,23.000
2247.000,20140809102258,115.488,38.853,15.000
2247.000,20140809114613,115.466,38.853,33.000
2247.000,20140809122316,115.462,38.858,24.000
2247.000,20140809131751,115.466,38.860,36.000
2247.000,20140809142351,115.420,38.893,25.000
2247.000,20140809150602,115.473,38.856,16.000
2247.000,20140809165440,115.487,38.846,38.000
2247.000,20140809170716,115.462,38.858,37.000
2247.000,20140809182347,115.466,38.853,34.000
2247.000,20140816102249,115.507,38.851,27.000
2247.000,20140816115725,115.507,38.851,32.000
2247.000,20140816124737,115.420,38.893,17.000
2247.000,20140816134431,115.487,38.846,15.000
2247.000,20140816144736,115.462,38.865,26.000
2247.000,20140816152339,115.489,38.857,26.000
2247.000,20140816162746,115.466,38.853,21.000
2247.000,20140816170605,115.462,38.858,35.000
2247.000,20140816182129,115.485,38.858,37.000
1537.000,20140809100351,115.489,38.889,29.000
1537.000,20140809114547,115.535,38.861,17.000
1537.000,20140809123620,115.538,38.850,17.000
1537.000,20140809145949,115.489,38.889,34.000
1537.000,20140809163638,115.490,38.881,19.000
1537.000,20140809174451,115.554,38.865,21.000
1537.000,20140816105308,115.566,38.870,21.000
1537.000,20140816113020,115.538,38.856,17.000
1537.000,20140816121205,115.538,38.856,26.000
1537.000,20140816130008,115.566,38.870,16.000
1537.000,20140816145838,115.569,38.873,23.000
1537.000,20140816151935,115.535,38.861,22.000
1537.000,20140816161247,115.535,38.861,19.000
2248.000,20140809103145,115.535,38.861,32.000
2248.000,20140809115436,115.531,38.854,39.000
2248.000,20140809123005,115.566,38.870,31.000
2248.000,20140809134458,115.535,38.861,30.000
2248.000,20140809145201,115.531,38.854,27.000
2248.000,20140809155318,115.566,38.870,20.000
2248.000,20140809163853,115.538,38.850,36.000
2248.000,20140809175839,115.535,38.861,25.000
2248.000,20140809183458,115.460,38.850,20.000
2248.000,20140816103433,115.566,38.870,28.000
2248.000,20140816113709,115.566,38.870,37.000
2248.000,20140816124552,115.566,38.870,37.000
2248.000,20140816134545,115.566,38.870,30.000
2248.000,20140816141058,115.554,38.865,23.000
2248.000,20140816150408,115.531,38.854,28.000
1538.000,20140809102903,115.484,38.869,16.000
1538.000,20140809115747,115.475,38.861,24.000
1538.000,20140809122045,115.484,38.869,15.000
1538.000,20140809132030,115.478,38.871,39.000
1538.000,20140809140116,115.475,38.861,18.000
1538.000,20140809155133,115.478,38.871,21.000
1538.000,20140809163209,115.476,38.870,24.000
1538.000,20140809171903,115.496,38.891,31.000
1538.000,20140809183025,115.484,38.881,18.000
1538.000,20140809195301,115.484,38.881,21.000
1538.000,20140816100443,115.475,38.874,39.000
1538.000,20140816114946,115.490,38.881,38.000
1538.000,20140816122659,115.475,38.874,26.000
1538.000,20140816134610,115.475,38.861,15.000
1538.000,20140816141915,115.478,38.871,37.000
1538.000,20140816154843,115.496,38.891,35.000
1538.000,20140816163324,115.475,38.861,19.000
1538.000,20140816172903,115.475,38.874,23.000
1538.000,20140816184634,115.475,38.874,20.000
1538.000,20140816190636,115.462,38.865,20.000
1175.000,20140809102615,115.456,38.859,16.000
1175.000,20140809113039,115.444,38.859,35.000
1175.000,20140809123136,115.441,38.849,33.000
1175.000,20140816134927,115.429,38.846,21.000
1175.000,20140816143002,115.462,38.865,20.000
1175.000,20140816150025,115.456,38.859,25.000
1175.000,20140816165223,115.462,38.865,38.000
1175.000,20140816172259,115.443,38.865,28.000
1175.000,20140816183111,115.443,38.865,34.000
1175.000,20140816192956,115.440,38.852,19.000
2627.000,20140809112810,115.441,38.849,23.000
2627.000,20140809120207,115.477,38.864,18.000
2627.000,20140809134511,115.443,38.865,17.000
2627.000,20140809142951,115.504,38.858,29.000
2627.000,20140809150252,115.441,38.849,39.000
2627.000,20140809165432,115.462,38.865,26.000
2627.000,20140809171340,115.441,38.846,25.000
2627.000,20140809185835,115.441,38.849,27.000
2627.000,20140809192352,115.444,38.859,15.000
2627.000,20140816100848,115.469,38.868,16.000
2627.000,20140816113708,115.441,38.849,36.000
2627.000,20140816121515,115.485,38.858,30.000
2627.000,20140816133517,115.441,38.849,37.000
2628.000,20140809104715,115.524,38.855,24.000
2628.000,20140809112031,115.462,38.865,26.000
2628.000,20140809121855,115.554,38.858,21.000
2628.000,20140809135434,115.591,38.853,39.000
2628.000,20140809142541,115.504,38.858,37.000
2628.000,20140809155037,115.554,38.865,30.000
2628.000,20140809164231,115.466,38.860,29.000
2628.000,20140809174952,115.504,38.858,34.000
2628.000,20140809181420,115.462,38.872,34.000
2628.000,20140816102058,115.475,38.861,38.000
2628.000,20140816110758,115.538,38.840,25.000
2628.000,20140816120643,115.466,38.860,35.000
2628.000,20140816133629,115.504,38.858,15.000
2628.000,20140816140228,115.466,38.860,17.000
2628.000,20140816150005,115.554,38.865,22.000
2628.000,20140816162132,115.591,38.853,28.000
2628.000,20140816173315,115.462,38.865,37.000
2628.000,20140816184053,115.533,38.846,21.000
